VM,Powerstate,Template,SRM Placeholder,Config status,DNS Name,Connection state,Guest state,Heartbeat,Consolidation Needed,PowerOn,Suspended To Memory,Suspend time,Suspend Interval,Creation date,Change Version,CPUs,Overall Cpu Readiness,Memory,Active Memory,NICs,Disks,Total disk capacity MiB,Fixed Passthru HotPlug,min Required EVC Mode Key,Latency Sensitivity,Op Notification Timeout,EnableUUID,CBT,Primary IP Address,Network #1,Network #2,Network #3,Network #4,Network #5,Network #6,Network #7,Network #8,Num Monitors,Video Ram KiB,Resource pool,Folder ID,Folder,vApp,DAS protection,FT State,FT Role,FT Latency,FT Bandwidth,FT Sec. Latency,Vm Failover In Progress,Provisioned MiB,In Use MiB,Unshared MiB,HA Restart Priority,HA Isolation Response,HA VM Monitoring,Cluster rule(s),Cluster rule name(s),Boot Required,Boot delay,Boot retry delay,Boot retry enabled,Boot BIOS setup,Reboot PowerOff,EFI Secure boot,Firmware,HW version,HW upgrade status,HW upgrade policy,HW target,Path,Log directory,Snapshot directory,Suspend directory,Annotation,CBT Reset Lock,NB_LAST_BACKUP,DataProtection,Datacenter,Cluster,Host,OS according to the configuration file,OS according to the VMware Tools,Customization Info,Guest Detailed Data,VM ID,SMBIOS UUID,VM UUID,VI SDK Server type,VI SDK API Version,VI SDK Server,VI SDK UUID
DEV-APP-039,suspended,False,False,green,,connected,notRunning,gray,False,,,,,2023/10/25 04:45:00,,4,,2048,0,1,2,829440,,,normal,,True,,,PG-Nested-Lab-250,,,,,,,,1,8192,/DC-East/host/Dev-Cluster/Resources,,Dev,,,notConfigured,,,,,,831788,375407,375407,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,13,none,never,,[dev-nfs-01] DEV-APP-039/DEV-APP-039.vmx,,,,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,SUSE Linux Enterprise 15 (64-bit),,,,vm-1258,,42b390b0207bbe21a7e8d18eddf6d4ac,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-SQL-040,poweredOn,False,False,green,dev-sql-040.corp.example,connected,running,green,False,2026/08/02 14:13:00,,,,2021/07/18 06:50:00,,12,7,32768,6629,1,2,614400,,,normal,,True,TRUE,10.20.200.45,PG-Dev-200,,,,,,,,1,8192,/DC-East/host/Dev-Cluster/Resources,,Dev,,,notConfigured,,,,,,647468,608088,608088,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,efi,19,none,never,,[dev-nfs-01] DEV-SQL-040/DEV-SQL-040.vmx,,,,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8.8 (Ootpa),,,vm-1259,,42a0b85744caa5a2a1e518a293d228d4,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-041,poweredOn,False,False,green,dev-app-041.corp.example,connected,running,green,False,2026/06/04 18:14:00,,,,2018/05/25 06:44:00,,4,2,8192,1418,1,2,358400,,,normal,,True,TRUE,10.20.200.46,PG-Dev-200,,,,,,,,1,8192,/DC-East/host/Dev-Cluster/Resources,,Dev,,,notConfigured,,,,,,366892,128360,128360,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,13,none,never,,[dev-nfs-02] DEV-APP-041/DEV-APP-041.vmx,,,,,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,,,vm-1260,,4200a21394fb09f053c93ae77cf07bb3,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-RDS-042,poweredOn,False,False,green,dev-rds-042.corp.example,connected,running,green,False,2026/07/24 14:56:00,,,,2021/01/24 01:10:00,,4,0,4096,585,1,2,2150400,,,normal,,True,TRUE,10.20.200.47,PG-Dev-200,,,,,,,,1,8192,/DC-East/host/Dev-Cluster/Resources,,Dev,,,notConfigured,,,,,,2154796,751261,751261,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,13,none,never,,[dev-nfs-01] DEV-RDS-042/DEV-RDS-042.vmx,,,,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,,,vm-1261,,426dfd17f7d7465d37c3b3c965d0b517,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-WEB-043,poweredOn,False,False,green,dev-web-043.corp.example,connected,running,green,False,2026/06/23 04:13:00,,,,2026/02/05 05:50:00,,2,2,32768,11198,1,3,2181120,,,normal,,True,,10.20.200.48,PG-Dev-200,,,,,,,,1,8192,/DC-East/host/Dev-Cluster/Resources,,Dev,,,notConfigured,,,,,,2214188,1240617,1240617,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,True,efi,14,none,never,,[dev-nfs-01] DEV-WEB-043/DEV-WEB-043.vmx,,,,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,,,vm-1262,,42aebbb9e4e751de57ff51d9c9ce44bd,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-RDS-044,poweredOn,False,False,green,dev-rds-044.corp.example,connected,running,green,False,2026/07/04 21:32:00,,,,2025/02/17 13:11:00,,2,0,16384,1090,1,2,849920,,,normal,,True,TRUE,10.20.200.49,PG-Dev-200,,,,,,,,1,8192,/DC-East/host/Dev-Cluster/Resources,,Dev,,,notConfigured,,,,,,866604,553780,553780,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,9,none,never,,[dev-nfs-01] DEV-RDS-044/DEV-RDS-044.vmx,,,,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,,,vm-1263,,4233cb206d84414df54191eafde91c42,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-045,poweredOn,False,False,green,dev-app-045.corp.example,connected,running,green,False,2026/06/22 11:36:00,,,,2019/08/06 23:44:00,,4,0,8192,1648,1,2,133120,,,normal,,True,,10.20.200.50,PG-Dev-200,,,,,,,,1,8192,/DC-East/host/Dev-Cluster/Resources,,Dev,,,notConfigured,,,,,,141612,55085,55085,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,efi,21,none,never,,[dev-nfs-02] DEV-APP-045/DEV-APP-045.vmx,,,,,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,,,vm-1264,,422a5fdaa61f0b96e75f745aaa1d3fc6,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-WEB-046,poweredOn,False,False,green,dev-web-046.corp.example,connected,running,green,False,2026/07/30 04:52:00,,,,2018/12/26 19:30:00,,16,2,8192,3099,1,4,1177600,,,normal,,True,TRUE,10.20.200.51,PG-Dev-200,,,,,,,,1,8192,/DC-East/host/Dev-Cluster/Resources,,Dev,,,notConfigured,,,,,,1186092,996019,996019,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,True,efi,20,none,never,,[dev-nfs-01] DEV-WEB-046/DEV-WEB-046.vmx,,,,,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,,,vm-1265,,4297fb6121f89d0613f3cade7a10013f,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-047,poweredOn,False,False,green,dev-app-047.corp.example,connected,running,green,False,2026/08/28 00:59:00,,,,2017/07/29 06:24:00,,2,0,16384,3574,1,2,614400,,,normal,,True,TRUE,10.20.200.52,PG-Dev-200,,,,,,,,1,8192,/DC-East/host/Dev-Cluster/Resources,,Dev,,,notConfigured,,,,,,631084,579570,579570,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,efi,21,none,never,,[dev-nfs-01] DEV-APP-047/DEV-APP-047.vmx,,,,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,,,vm-1266,,426210de3a9c43081221cddf7a4a902f,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-SQL-048,poweredOn,False,False,green,dev-sql-048.corp.example,connected,running,green,False,2026/06/16 08:30:00,,,,2025/01/04 06:57:00,,2,7,16384,2247,1,1,81920,,,normal,,True,TRUE,10.20.200.53,PG-Dev-200,,,,,,,,1,8192,/DC-East/host/Dev-Cluster/Resources,,Dev,,,notConfigured,,,,,,98604,98304,98304,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,9,none,never,,[dev-nfs-01] DEV-SQL-048/DEV-SQL-048.vmx,,,,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,CentOS 7 (64-bit),CentOS Linux 7 (Core),,,vm-1267,,42a43e552215df00dfdf0e05c0cef31b,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-CTX-049,poweredOn,False,False,green,dev-ctx-049.corp.example,connected,running,green,False,2026/06/22 10:15:00,,,,2019/09/14 12:02:00,,2,2,16384,2806,1,2,849920,,,normal,,True,TRUE,10.20.200.54,PG-Dev-200,,,,,,,,1,8192,/DC-East/host/Dev-Cluster/Resources,,Dev,,,notConfigured,,,,,,866604,495536,495536,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,11,none,never,,[dev-nfs-02] DEV-CTX-049/DEV-CTX-049.vmx,,,,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,,,vm-1268,,4226c074bf8e8bfaa0c9da72368acd40,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-WEB-050,poweredOn,False,False,green,dev-web-050.corp.example,connected,notRunning,gray,False,2026/07/19 07:57:00,,,,2025/01/17 02:13:00,,2,7,4096,272,1,1,61440,,,normal,,True,,10.20.200.55,PG-Dev-200,,,,,,,,1,8192,/DC-East/host/Dev-Cluster/Resources,,Dev,,,notConfigured,,,,,,65836,40425,40425,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,True,efi,20,none,never,,[dev-nfs-02] DEV-WEB-050/DEV-WEB-050.vmx,,,,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Ubuntu Linux (64-bit),Ubuntu 22.04.4 LTS,,,vm-1269,,426dec6bf69777a159fe3d53624fea4b,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-051,poweredOn,False,False,green,dev-app-051.corp.example,connected,running,green,False,2026/06/17 23:46:00,,,,2023/03/26 02:57:00,,8,2,65536,13815,1,3,1167360,,,normal,,True,,10.20.200.56,PG-Dev-200,,,,,,,,1,8192,/DC-East/host/Dev-Cluster/Resources,,Dev,,,notConfigured,,,,,,1233196,1139967,1139967,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,13,none,never,,[dev-nfs-01] DEV-APP-051/DEV-APP-051.vmx,,,,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,,,vm-1270,,42d90f7406ddf6cab0c30a59f0f7ad22,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-CTX-052,poweredOn,False,False,green,dev-ctx-052.corp.example,connected,running,green,False,2026/08/08 16:26:00,,,,2022/04/15 06:15:00,,4,0,8192,2687,2,3,501760,,,normal,,True,TRUE,10.20.250.18,PG-Nested-Lab-250,PG-Dev-200,,,,,,,1,8192,/DC-East/host/Dev-Cluster/Resources,,Dev,,,notConfigured,,,,,,510252,261862,261862,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,True,efi,20,none,never,,[dev-nfs-01] DEV-CTX-052/DEV-CTX-052.vmx,,,,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,,,vm-1271,,42f4655acb35097ae5dd98f1c8a738ab,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-RDS-053,suspended,False,False,green,,connected,notRunning,gray,False,,,,,2020/03/27 20:07:00,,8,,4096,0,2,4,1484800,,,normal,,True,TRUE,,PG-Dev-200,PG-Dev-200,,,,,,,1,8192,/DC-East/host/Dev-Cluster/Resources,,Dev,,,notConfigured,,,,,,1489196,1238313,1238313,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,13,none,never,,[dev-nfs-02] DEV-RDS-053/DEV-RDS-053.vmx,,,,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Microsoft Windows Server 2016 (64-bit),,,,vm-1272,,426307d421c9a15d51045a16ef15ab72,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-SVC-054,poweredOn,False,False,green,dev-svc-054.corp.example,connected,running,green,False,2026/06/18 14:40:00,,,,2025/12/07 20:58:00,,4,0,4096,1193,1,1,61440,,,normal,,True,,10.20.200.58,PG-Dev-200,,,,,,,,1,8192,/DC-East/host/Dev-Cluster/Resources,,Dev,,,notConfigured,,,,,,65836,45890,45890,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,efi,21,none,never,,[dev-nfs-01] DEV-SVC-054/DEV-SVC-054.vmx,,,,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,,,vm-1273,,42373aed431e930f0387f74d1149d096,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-WEB-055,poweredOn,False,False,green,dev-web-055.corp.example,connected,running,green,False,2026/08/09 13:12:00,,,,2023/07/03 07:11:00,,4,1,16384,2407,1,3,1064960,,,normal,,True,,10.20.200.59,PG-Dev-200,,,,,,,,1,8192,/DC-East/host/Dev-Cluster/Resources,,Dev,,,notConfigured,,,,,,1081644,776798,776798,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,17,none,never,,[dev-nfs-02] DEV-WEB-055/DEV-WEB-055.vmx,,,,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 Enterprise,,,vm-1274,,4289a3c8895c4fdea3fa40691519fd38,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-056,poweredOn,False,False,green,dev-app-056.corp.example,connected,running,green,False,2026/08/21 18:43:00,,,,2019/05/27 07:11:00,,2,2,24576,5209,1,2,1085440,,,normal,,True,TRUE,10.20.200.60,PG-Dev-200,,,,,,,,1,8192,/DC-East/host/Dev-Cluster/Resources,,Dev,,,notConfigured,,,,,,1110316,481166,481166,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,efi,17,none,never,,[dev-nfs-02] DEV-APP-056/DEV-APP-056.vmx,,,,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Ubuntu Linux (64-bit),Ubuntu 22.04.4 LTS,,,vm-1275,,42d5a386c362a810a2611b8d9620bee6,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-FS-057,poweredOn,False,False,green,dev-fs-057.corp.example,connected,running,green,False,2026/08/04 19:59:00,,,,2025/12/29 23:48:00,,2,0,2048,477,1,2,92160,,,normal,,True,TRUE,10.20.200.61,PG-Dev-200,,,,,,,,1,8192,/DC-East/host/Dev-Cluster/Resources,,Dev,,,notConfigured,,,,,,94508,47499,47499,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,efi,17,none,never,,[dev-nfs-02] DEV-FS-057/DEV-FS-057.vmx,,,,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,SUSE Linux Enterprise 15 (64-bit),SUSE Linux Enterprise Server 15 SP5,,,vm-1276,,4274102d1db14bfc6f3a5115ecb4678c,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-058,poweredOn,False,False,green,dev-app-058.corp.example,connected,running,green,False,2026/08/28 09:40:00,,,,2018/07/13 01:20:00,,2,2,2048,573,1,2,1064960,,,normal,,True,TRUE,10.20.200.62,PG-Dev-200,,,,,,,,1,8192,/DC-East/host/Dev-Cluster/Resources,,Dev,,,notConfigured,,,,,,1067308,568220,568220,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,14,none,never,,[dev-nfs-02] DEV-APP-058/DEV-APP-058.vmx,,,,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,,,vm-1277,,428468b785e3ade558c1aad6f3f8dea4,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-SQL-059,poweredOn,False,False,green,dev-sql-059.corp.example,connected,running,green,False,2026/06/24 08:42:00,,,,2025/11/24 00:45:00,,4,7,4096,870,1,1,40960,,,normal,,True,,10.20.250.19,PG-Nested-Lab-250,,,,,,,,1,8192,/DC-East/host/Dev-Cluster/Resources,,Dev,,,notConfigured,,,,,,45356,26249,26249,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,20,none,never,,[dev-nfs-02] DEV-SQL-059/DEV-SQL-059.vmx,,,,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8.8 (Ootpa),,,vm-1278,,426de837ce9e9ebd55c348530783e43c,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-CTX-060,poweredOn,False,False,green,dev-ctx-060.corp.example,connected,running,green,False,2026/07/02 00:22:00,,,,2023/10/03 05:33:00,,4,7,24576,8678,1,3,778240,,,normal,,True,TRUE,10.20.200.63,PG-Dev-200,,,,,,,,1,8192,/DC-East/host/Dev-Cluster/Resources,,Dev,,,notConfigured,,,,,,803116,386448,386448,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,True,efi,20,none,never,,[dev-nfs-01] DEV-CTX-060/DEV-CTX-060.vmx,,,,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,,,vm-1279,,422ab8bd911f730bdbff00b07fe670f3,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-CTX-061,poweredOn,False,False,green,dev-ctx-061.corp.example,connected,running,green,False,2026/08/21 02:46:00,,,,2022/07/13 20:32:00,,2,0,24576,5612,2,2,358400,,,normal,,True,TRUE,10.20.200.64,PG-Dev-200,PG-Dev-200,,,,,,,1,8192,/DC-East/host/Dev-Cluster/Resources,,Dev,,,notConfigured,,,,,,383276,287291,287291,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,efi,21,none,never,,[dev-nfs-02] DEV-CTX-061/DEV-CTX-061.vmx,,,,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8.8 (Ootpa),,,vm-1280,,423e9aec03254fbddce8e1c5dbd30aec,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-062,poweredOn,False,False,green,dev-app-062.corp.example,connected,running,green,False,2026/06/20 04:08:00,,,,2023/10/30 19:32:00,,1,0,24576,8022,2,3,1167360,,,normal,,True,TRUE,10.20.200.66,PG-Dev-200,PG-Nested-Lab-250,,,,,,,1,8192,/DC-East/host/Dev-Cluster/Resources,,Dev,,,notConfigured,,,,,,1192236,473480,473480,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,True,efi,20,none,never,,[dev-nfs-02] DEV-APP-062/DEV-APP-062.vmx,,,,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Ubuntu Linux (64-bit),Ubuntu 22.04.4 LTS,,,vm-1281,,426b5bc9a7dc2bc0bd9c4693b6ca1127,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-SQL-063,poweredOn,False,False,green,dev-sql-063.corp.example,connected,running,green,False,2026/08/17 13:46:00,,,,2020/10/30 08:05:00,,8,1,16384,6317,1,1,40960,,,normal,,True,TRUE,10.20.200.67,PG-Dev-200,,,,,,,,1,8192,/DC-East/host/Dev-Cluster/Resources,,Dev,,,notConfigured,,,,,,57644,37103,37103,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,efi,20,none,never,,[dev-nfs-02] DEV-SQL-063/DEV-SQL-063.vmx,,,,,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,Red Hat Enterprise Linux 9 (64-bit),Red Hat Enterprise Linux 9.2 (Plow),,,vm-1282,,422de9820d7bec04e6e59b32ac5f12ef,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-064,poweredOn,False,False,green,dev-app-064.corp.example,connected,running,green,False,2026/08/12 18:04:00,,,,2017/10/24 23:43:00,,4,0,8192,1620,1,1,40960,,,normal,,True,TRUE,10.20.200.68,PG-Dev-200,,,,,,,,1,8192,/DC-East/host/Dev-Cluster/Resources,,Dev,,,notConfigured,,,,,,49452,49152,49152,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,20,none,never,,[dev-nfs-01] DEV-APP-064/DEV-APP-064.vmx,,,,,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,CentOS 7 (64-bit),CentOS Linux 7 (Core),,,vm-1283,,42335f2f5e717fca020a449774ed5145,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-CTX-065,suspended,False,False,green,,connected,notRunning,gray,False,,,,,2017/09/08 02:21:00,,8,,32768,0,2,3,143360,,,normal,,True,TRUE,,PG-Dev-200,PG-Dev-200,,,,,,,1,8192,/DC-East/host/Dev-Cluster/Resources,,Dev,,,notConfigured,,,,,,176428,91807,91807,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,efi,19,none,never,,[dev-nfs-01] DEV-CTX-065/DEV-CTX-065.vmx,,,,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Microsoft Windows Server 2016 or later (64-bit),,,,vm-1284,,42e68373bb82b7963207343ec6a07656,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-066,poweredOn,False,False,green,dev-app-066.corp.example,connected,running,green,False,2026/07/19 15:43:00,,,,2018/02/06 12:06:00,,8,1,16384,1597,1,2,573440,,,normal,,True,TRUE,10.20.200.69,PG-Dev-200,,,,,,,,1,8192,/DC-East/host/Dev-Cluster/Resources,,Dev,,,notConfigured,,,,,,590124,371083,371083,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,True,efi,20,none,never,,[dev-nfs-01] DEV-APP-066/DEV-APP-066.vmx,,,,,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,,,vm-1285,,42f374190274ce40e09016b6b186a5a8,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-WEB-067,poweredOn,False,False,green,dev-web-067.corp.example,connected,running,green,False,2026/08/04 16:00:00,,,,2025/07/27 07:32:00,,2,1,16384,4557,2,1,61440,,,normal,,True,TRUE,10.20.200.70,PG-Dev-200,PG-Nested-Lab-250,,,,,,,1,8192,/DC-East/host/Dev-Cluster/Resources,,Dev,,,notConfigured,,,,,,78124,35389,35389,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,efi,14,none,never,,[dev-nfs-01] DEV-WEB-067/DEV-WEB-067.vmx,,,,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,,,vm-1286,,42247296ff38b918f8f9a45d0f554896,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-WEB-068,poweredOff,False,False,green,,connected,notRunning,gray,False,,,,,2017/06/01 21:26:00,,4,,16384,0,1,3,4177920,,,normal,,True,TRUE,,PG-Dev-200,,,,,,,,1,8192,/DC-East/host/Dev-Cluster/Resources,,Dev,,,notConfigured,,,,,,4194604,1249093,1249093,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,True,efi,20,none,never,,[dev-nfs-01] DEV-WEB-068/DEV-WEB-068.vmx,,,,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Microsoft Windows Server 2016 or later (64-bit),,,,vm-1287,,428163b61877bc0694ad625215bc2a3e,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-CTX-069,poweredOn,False,False,green,dev-ctx-069.corp.example,connected,running,green,False,2026/07/28 01:26:00,,,,2018/10/02 10:10:00,,12,0,8192,571,1,2,593920,,,normal,,True,TRUE,10.20.200.71,PG-Dev-200,,,,,,,,1,8192,/DC-East/host/Dev-Cluster/Resources,,Dev,,,notConfigured,,,,,,602412,392548,392548,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,13,none,never,,[dev-nfs-02] DEV-CTX-069/DEV-CTX-069.vmx,,,,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,,,vm-1288,,42ed111550a46c85d9d57b0242d04d55,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
