VM,Powerstate,Template,SRM Placeholder,Disk Key,Disk,Capacity MiB,Consumed MiB,Free MiB,Free %,Internal Sort Column,Annotation,CBT Reset Lock,NB_LAST_BACKUP,DataProtection,Datacenter,Cluster,Host,Folder,OS according to the configuration file,OS according to the VMware Tools,VM ID,VM UUID,VI SDK Server,VI SDK UUID
DEV-RDS-044,poweredOn,False,False,2000,C:\,81420,71434,9985,12,0,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1263,4233cb206d84414df54191eafde91c42,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-RDS-044,poweredOn,False,False,2001,D:\,767500,507113,260386,34,1,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1263,4233cb206d84414df54191eafde91c42,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-045,poweredOn,False,False,2000,C:\,81420,24941,56478,69,0,,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1264,422a5fdaa61f0b96e75f745aaa1d3fc6,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-045,poweredOn,False,False,2001,D:\,50700,24926,25773,51,1,,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1264,422a5fdaa61f0b96e75f745aaa1d3fc6,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-WEB-046,poweredOn,False,False,2000,C:\,101900,17660,84239,83,0,,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,Dev,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,vm-1265,4297fb6121f89d0613f3cade7a10013f,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-WEB-046,poweredOn,False,False,2001,D:\,50700,25387,25312,50,1,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,Dev,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,vm-1265,4297fb6121f89d0613f3cade7a10013f,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-WEB-046,poweredOn,False,False,2002,E:\,767500,187806,579693,76,2,,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,Dev,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,vm-1265,4297fb6121f89d0613f3cade7a10013f,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-WEB-046,poweredOn,False,False,2003,F:\,255500,84121,171378,67,3,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,Dev,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,vm-1265,4297fb6121f89d0613f3cade7a10013f,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-047,poweredOn,False,False,2000,C:\,101900,63910,37989,37,0,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1266,426210de3a9c43081221cddf7a4a902f,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-047,poweredOn,False,False,2001,D:\,511500,244868,266631,52,1,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1266,426210de3a9c43081221cddf7a4a902f,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-SQL-048,poweredOn,False,False,2000,/,80896,25477,55418,69,0,,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,Dev,CentOS 7 (64-bit),CentOS Linux 7 (Core),vm-1267,42a43e552215df00dfdf0e05c0cef31b,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-SQL-048,poweredOn,False,False,2001,/boot,1014,342,671,66,1,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,Dev,CentOS 7 (64-bit),CentOS Linux 7 (Core),vm-1267,42a43e552215df00dfdf0e05c0cef31b,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-CTX-049,poweredOn,False,False,2000,C:\,81420,39795,41624,51,0,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,vm-1268,4226c074bf8e8bfaa0c9da72368acd40,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-CTX-049,poweredOn,False,False,2001,D:\,767500,164773,602726,79,1,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,vm-1268,4226c074bf8e8bfaa0c9da72368acd40,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-WEB-050,poweredOn,False,False,2000,/,60416,43203,17212,28,0,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Ubuntu Linux (64-bit),Ubuntu 22.04.4 LTS,vm-1269,426dec6bf69777a159fe3d53624fea4b,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-WEB-050,poweredOn,False,False,2001,/boot,1014,604,409,40,1,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Ubuntu Linux (64-bit),Ubuntu 22.04.4 LTS,vm-1269,426dec6bf69777a159fe3d53624fea4b,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-051,poweredOn,False,False,2000,C:\,40460,30493,9966,25,0,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1270,42d90f7406ddf6cab0c30a59f0f7ad22,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-051,poweredOn,False,False,2001,D:\,1023500,532308,491191,48,1,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1270,42d90f7406ddf6cab0c30a59f0f7ad22,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-051,poweredOn,False,False,2002,E:\,101900,27780,74119,73,2,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1270,42d90f7406ddf6cab0c30a59f0f7ad22,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-CTX-052,poweredOn,False,False,2000,C:\,40460,23555,16904,42,0,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1271,42f4655acb35097ae5dd98f1c8a738ab,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-CTX-052,poweredOn,False,False,2001,D:\,255500,173395,82104,32,1,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1271,42f4655acb35097ae5dd98f1c8a738ab,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-CTX-052,poweredOn,False,False,2002,E:\,204300,103827,100472,49,2,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1271,42f4655acb35097ae5dd98f1c8a738ab,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-SVC-054,poweredOn,False,False,2000,C:\,60940,47868,13071,21,0,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1273,42373aed431e930f0387f74d1149d096,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-WEB-055,poweredOn,False,False,2000,C:\,40460,36251,4208,10,0,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 Enterprise,vm-1274,4289a3c8895c4fdea3fa40691519fd38,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-WEB-055,poweredOn,False,False,2001,D:\,255500,221930,33569,13,1,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 Enterprise,vm-1274,4289a3c8895c4fdea3fa40691519fd38,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-WEB-055,poweredOn,False,False,2002,E:\,767500,485057,282442,37,2,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 Enterprise,vm-1274,4289a3c8895c4fdea3fa40691519fd38,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-056,poweredOn,False,False,2000,/,60416,54091,6324,10,0,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Ubuntu Linux (64-bit),Ubuntu 22.04.4 LTS,vm-1275,42d5a386c362a810a2611b8d9620bee6,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-056,poweredOn,False,False,2001,/boot,1014,575,438,43,1,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Ubuntu Linux (64-bit),Ubuntu 22.04.4 LTS,vm-1275,42d5a386c362a810a2611b8d9620bee6,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-056,poweredOn,False,False,2002,/var,1022976,663722,359253,35,2,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Ubuntu Linux (64-bit),Ubuntu 22.04.4 LTS,vm-1275,42d5a386c362a810a2611b8d9620bee6,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-FS-057,poweredOn,False,False,2000,/,39936,10170,29765,75,0,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,SUSE Linux Enterprise 15 (64-bit),SUSE Linux Enterprise Server 15 SP5,vm-1276,4274102d1db14bfc6f3a5115ecb4678c,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-FS-057,poweredOn,False,False,2001,/boot,1014,661,352,35,1,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,SUSE Linux Enterprise 15 (64-bit),SUSE Linux Enterprise Server 15 SP5,vm-1276,4274102d1db14bfc6f3a5115ecb4678c,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-FS-057,poweredOn,False,False,2002,/var,50176,40243,9932,20,2,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,SUSE Linux Enterprise 15 (64-bit),SUSE Linux Enterprise Server 15 SP5,vm-1276,4274102d1db14bfc6f3a5115ecb4678c,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-058,poweredOn,False,False,2000,C:\,40460,33881,6578,16,0,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1277,428468b785e3ade558c1aad6f3f8dea4,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-058,poweredOn,False,False,2001,D:\,1023500,946525,76974,8,1,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1277,428468b785e3ade558c1aad6f3f8dea4,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-SQL-059,poweredOn,False,False,2000,/,39936,11503,28432,71,0,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8.8 (Ootpa),vm-1278,426de837ce9e9ebd55c348530783e43c,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-SQL-059,poweredOn,False,False,2001,/boot,1014,507,506,50,1,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8.8 (Ootpa),vm-1278,426de837ce9e9ebd55c348530783e43c,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-CTX-060,poweredOn,False,False,2000,C:\,60940,59575,1364,2,0,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1279,422ab8bd911f730bdbff00b07fe670f3,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-CTX-060,poweredOn,False,False,2001,D:\,511500,450749,60750,12,1,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1279,422ab8bd911f730bdbff00b07fe670f3,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-CTX-060,poweredOn,False,False,2002,E:\,204300,71507,132792,65,2,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1279,422ab8bd911f730bdbff00b07fe670f3,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-CTX-061,poweredOn,False,False,2000,/,101376,26531,74844,74,0,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8.8 (Ootpa),vm-1280,423e9aec03254fbddce8e1c5dbd30aec,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-CTX-061,poweredOn,False,False,2001,/boot,1014,321,692,68,1,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8.8 (Ootpa),vm-1280,423e9aec03254fbddce8e1c5dbd30aec,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-CTX-061,poweredOn,False,False,2002,/var,254976,139604,115371,45,2,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8.8 (Ootpa),vm-1280,423e9aec03254fbddce8e1c5dbd30aec,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-062,poweredOn,False,False,2000,/,39936,37244,2691,7,0,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Ubuntu Linux (64-bit),Ubuntu 22.04.4 LTS,vm-1281,426b5bc9a7dc2bc0bd9c4693b6ca1127,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-062,poweredOn,False,False,2001,/boot,1014,402,611,60,1,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Ubuntu Linux (64-bit),Ubuntu 22.04.4 LTS,vm-1281,426b5bc9a7dc2bc0bd9c4693b6ca1127,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-062,poweredOn,False,False,2002,/var,1022976,791012,231963,23,2,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Ubuntu Linux (64-bit),Ubuntu 22.04.4 LTS,vm-1281,426b5bc9a7dc2bc0bd9c4693b6ca1127,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-062,poweredOn,False,False,2003,/data,101376,77145,24230,24,3,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Ubuntu Linux (64-bit),Ubuntu 22.04.4 LTS,vm-1281,426b5bc9a7dc2bc0bd9c4693b6ca1127,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-SQL-063,poweredOn,False,False,2000,/,39936,7944,31991,80,0,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,Dev,Red Hat Enterprise Linux 9 (64-bit),Red Hat Enterprise Linux 9.2 (Plow),vm-1282,422de9820d7bec04e6e59b32ac5f12ef,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-SQL-063,poweredOn,False,False,2001,/boot,1014,454,559,55,1,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,Dev,Red Hat Enterprise Linux 9 (64-bit),Red Hat Enterprise Linux 9.2 (Plow),vm-1282,422de9820d7bec04e6e59b32ac5f12ef,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-064,poweredOn,False,False,2000,/,39936,8737,31198,78,0,,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,Dev,CentOS 7 (64-bit),CentOS Linux 7 (Core),vm-1283,42335f2f5e717fca020a449774ed5145,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-064,poweredOn,False,False,2001,/boot,1014,300,713,70,1,,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,Dev,CentOS 7 (64-bit),CentOS Linux 7 (Core),vm-1283,42335f2f5e717fca020a449774ed5145,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-066,poweredOn,False,False,2000,C:\,60940,32228,28711,47,0,,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1285,42f374190274ce40e09016b6b186a5a8,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-066,poweredOn,False,False,2001,D:\,511500,333829,177670,35,1,,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1285,42f374190274ce40e09016b6b186a5a8,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-WEB-067,poweredOn,False,False,2000,C:\,60940,19836,41103,67,0,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1286,42247296ff38b918f8f9a45d0f554896,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-CTX-069,poweredOn,False,False,2000,C:\,81420,65539,15880,20,0,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1288,42ed111550a46c85d9d57b0242d04d55,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-CTX-069,poweredOn,False,False,2001,D:\,511500,368149,143350,28,1,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1288,42ed111550a46c85d9d57b0242d04d55,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-SQL-070,poweredOn,False,False,2000,C:\,101900,32406,69493,68,0,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1289,4227c8fc1be5a4c395af6d0cc5285425,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-FS-071,poweredOn,False,False,2000,C:\,40460,16923,23536,58,0,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1290,421725d21eb2a7b8da3c45ca43d78f2b,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-CTX-072,poweredOn,False,False,2000,C:\,60940,39309,21630,35,0,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1291,426570465b11f51ff7e9101d3f8b4433,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-CTX-072,poweredOn,False,False,2001,D:\,255500,125971,129528,51,1,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1291,426570465b11f51ff7e9101d3f8b4433,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-CTX-072,poweredOn,False,False,2002,E:\,255500,134112,121387,48,2,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1291,426570465b11f51ff7e9101d3f8b4433,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-073,poweredOn,False,False,2000,/,39936,9872,30063,75,0,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,SUSE Linux Enterprise 15 (64-bit),SUSE Linux Enterprise Server 15 SP5,vm-1292,421a16997648776e183fea703ff6579e,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-073,poweredOn,False,False,2001,/boot,1014,328,685,68,1,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,SUSE Linux Enterprise 15 (64-bit),SUSE Linux Enterprise Server 15 SP5,vm-1292,421a16997648776e183fea703ff6579e,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-074,poweredOn,False,False,2000,C:\,101900,24575,77324,76,0,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1293,4295132c15839b99a50a13dcf004e897,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-075,poweredOn,False,False,2000,/,39936,22274,17661,44,0,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Ubuntu Linux (64-bit),Ubuntu 22.04.4 LTS,vm-1294,4254e074cf133b65d450afa2d8e70aeb,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-075,poweredOn,False,False,2001,/boot,1014,403,610,60,1,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Ubuntu Linux (64-bit),Ubuntu 22.04.4 LTS,vm-1294,4254e074cf133b65d450afa2d8e70aeb,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-CTX-076,poweredOn,False,False,2000,/,101376,42254,59121,58,0,,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,Dev,Red Hat Enterprise Linux 9 (64-bit),Red Hat Enterprise Linux 9.2 (Plow),vm-1295,425a9c062c3d17e26d39da75aee70ab2,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-CTX-076,poweredOn,False,False,2001,/boot,1014,267,746,74,1,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,Dev,Red Hat Enterprise Linux 9 (64-bit),Red Hat Enterprise Linux 9.2 (Plow),vm-1295,425a9c062c3d17e26d39da75aee70ab2,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-RDS-077,poweredOn,False,False,2000,C:\,81420,55354,26065,32,0,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1296,42e1fdc6697852217fb75c574b8c031f,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-RDS-077,poweredOn,False,False,2001,D:\,511500,153586,357913,70,1,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1296,42e1fdc6697852217fb75c574b8c031f,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-FS-078,poweredOn,False,False,2000,C:\,81420,33974,47445,58,0,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1297,42cb7b0b8b2d158acd5ae324fe7c80e9,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-FS-078,poweredOn,False,False,2001,D:\,101900,44825,57074,56,1,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1297,42cb7b0b8b2d158acd5ae324fe7c80e9,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-FS-078,poweredOn,False,False,2002,E:\,511500,280164,231335,45,2,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1297,42cb7b0b8b2d158acd5ae324fe7c80e9,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-FS-078,poweredOn,False,False,2003,F:\,511500,281338,230161,45,3,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1297,42cb7b0b8b2d158acd5ae324fe7c80e9,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
